Country,Year,Total GHG Emissions Excluding Land-Use Change and Forestry (MtCO2e),Total GHG Emissions Including Land-Use Change and Forestry (MtCO?e?),Total CO2 (excluding Land-Use Change and Forestry) (MtCO2),Total CH4 (MtCO2e),Total N2O (MtCO2e),Total F-Gas (MtCO2e),Total CO2 (including Land-Use Change and Forestry) (MtCO2),Total CH4 (including Land-Use Change and Forestry) (MtCO2e),Total N2O (including Land-Use Change and Forestry) (MtCO2e),Energy (MtCO2e),Industrial Processes (MtCO2e),Agriculture (MtCO2e),Waste (MtCO2e),Land-Use Change and Forestry (MtCO2),Bunker Fuels (MtCO2),Electricity/Heat (MtCO2),Manufacturing/Construction (MtCO2),Transportation (MtCO2),Other Fuel Combustion (MtCO2e),Fugitive Emissions (MtCO2e)
Turkmenistan,2001,68.29710501,68.00377501,37.9135,27.4079,2.9574,0.0184,37.620174,27.40788266,2.95736382,60.9692,0.6716,5.7419,0.9145,-0.2933,0.98,15.33,1.97,5.28,15.1864,23.2027
Turkmenistan,2002,71.74268374,71.44935374,39.7335,29.2687,2.7174,0.0231,39.440174,29.26873396,2.717380976,64.1393,0.7043,5.9606,0.9485,-0.2933,1.12,15.71,2.17,5.76,15.9651,24.5343
Turkmenistan,2003,78.82753247,78.53420247,44.3135,31.255,3.2313,0.0278,44.020174,31.25497526,3.231278132,70.0495,0.737,7.0585,0.9825,-0.2933,1.28,16.45,2.45,6.44,18.8437,25.8658
Turkmenistan,2004,82.4826272,82.1892972,46.2848,32.8405,3.3249,0.0325,45.99147,32.84048656,3.324855288,73.3096,0.821,7.3354,1.0165,-0.2933,1.28,17.4,2.68,6.33,19.7023,27.1973
Turkmenistan,2005,85.90818793,85.61485793,48.1424,34.3138,3.4147,0.0372,47.849102,34.31382786,3.414732443,76.4598,0.9014,7.4965,1.0506,-0.2933,1.34,18.67,2.78,6.64,19.8409,28.5289
Turkmenistan,2006,88.26444973,88.26444973,49.554,35.0418,3.6299,0.0388,49.55396,35.0418084,3.629872751,78.2617,1.0821,7.8576,1.063,0,1.25,19.42,2.91,6.51,20.1947,29.227
Turkmenistan,2007,95.26611553,95.26611553,56.145,35.428,3.6528,0.0404,56.144952,35.42796894,3.652773059,85.3676,1.1383,7.6847,1.0755,0,1.34,21.08,3.22,6.92,24.3984,29.7492
Turkmenistan,2008,98.99314733,98.99564733,58.6886,36.3868,3.8758,0.042,58.68856,36.38817948,3.876883367,88.3932,1.2274,8.2846,1.088,0.0025,1.4,22.34,3.35,7.15,23.5222,32.031
Turkmenistan,2009,91.70384112,91.70384112,51.0994,36.742,3.8187,0.0436,51.09942,36.74203002,3.818743675,81.2934,1.3092,8.0009,1.1004,0,1.46,18.8,3.96,4.67,22.366,31.4974
Turkmenistan,2010,99.26547492,99.26586492,57.8435,37.4204,3.9563,0.0453,57.84345,37.42063056,3.956513982,88.5533,1.3544,8.2349,1.1129,0.0004,1.61,21.75,4.2,5.5,25.2598,31.8436
Turkmenistan,2011,104.9809806,104.9809806,63.0271,38.2013,3.7054,0.0472,63.027052,38.20129649,3.705421094,94.6516,1.4062,7.7871,1.126,0,1.46,22.74,4.64,7.15,27.1429,32.9787
Turkmenistan,2012,108.3202258,108.3202258,65.2114,39.2819,3.7778,0.0492,65.21140364,39.28186243,3.777798206,97.806,1.4128,7.9624,1.1391,0,1.26,23.32,5.48,6.94,28.2161,33.8499
Uganda,1990,14.32499692,32.98674692,0.8024,6.4896,7.033,0,19.053516,6.786901236,7.146329685,,0.0147,10.6742,0.2041,18.6618,,,,,,0
Uganda,1991,14.86465224,33.52976224,0.8281,6.7989,7.2376,0.0001,19.082524,7.096222558,7.350918244,,0.0257,11.0323,0.2117,18.6651,,,,,,0
Uganda,1992,15.20121155,33.86968155,0.8391,7.0004,7.3615,0.0002,19.096876,7.297723879,7.474886803,,0.0258,11.202,0.2192,18.6685,,,,,,0
Uganda,1993,15.63230087,34.30413087,0.8317,7.2617,7.5386,0.0003,19.092918,7.5590052,7.651925362,,0.0259,11.4845,0.2268,18.6718,,,,,,0
Uganda,1994,15.44673218,34.12192218,0.7621,7.2016,7.4826,0.0004,19.026662,7.498896521,7.595983921,,0.0187,11.2127,0.2344,18.6752,,,,,,0
Uganda,1995,16.05362149,34.73217149,0.9929,7.4298,7.6303,0.0005,19.260854,7.727157843,7.74368248,,0.0445,11.4328,0.2419,18.6786,,,,,,0
Uganda,1996,16.13316618,34.77415618,1.1139,7.3962,7.6222,0.0009,19.414866,7.645774739,7.712565532,,0.1255,11.3689,0.252,18.641,,,,,,0
Uganda,1997,16.83179487,35.82021487,1.1468,7.6641,8.0194,0.0014,19.408252,8.181331636,8.229208584,,0.1443,12.012,0.2621,18.9884,,,,,,0
Uganda,1998,17.94699756,37.19598756,1.3484,8.0375,8.5593,0.0019,19.694412,8.681618532,8.818081636,,0.1631,12.9032,0.2721,19.249,,,,,,0
Uganda,1999,17.38457424,36.83617424,1.407,7.7664,8.2089,0.0023,19.701656,8.584725429,8.547454688,,0.1745,12.2596,0.2822,19.4516,,,,,,0
Uganda,2000,17.65212293,36.68424293,1.5316,7.8026,8.3151,0.0028,19.841282,8.318632326,8.52152774,,0.186,12.38,0.2923,19.0321,,,,,,0
Uganda,2001,18.28550632,36.45537632,1.6195,8.0225,8.6399,0.0036,19.742108,8.059069233,8.650575025,,0.2198,12.862,0.3055,18.1699,,,,,,0
Uganda,2002,18.67042572,37.15073572,1.6671,8.2014,8.7975,0.0044,20.01323,8.31010614,8.82294231,,0.2573,13.1359,0.3186,18.4803,,,,,,0
Uganda,2003,20.67719711,39.27047711,1.7074,9.0941,9.8704,0.0053,20.097414,9.253083048,9.914709595,,0.2581,15.0389,0.3318,18.5933,,,,,,0
Uganda,2004,20.29757051,39.20432051,1.8503,8.8792,9.5619,0.0061,20.39753,9.155259955,9.64543688,,0.2846,14.453,0.345,18.9068,,,,,,0
Uganda,2005,23.0208899,41.5813799,2.2827,9.8664,10.8649,0.0069,20.585752,10.05824686,10.93046417,,0.322,16.6805,0.3582,18.5605,,,,,,0
Uganda,2006,20.70573629,38.52874629,2.6527,8.7729,9.2722,0.0078,20.282496,8.915767549,9.322645082,,0.3229,13.8917,0.3714,17.823,,,,,,0
Uganda,2007,24.07242469,41.71482469,3.1254,10.0415,10.8968,0.0088,20.685542,10.10141824,10.919106,,0.3312,16.6822,0.3846,17.6424,,,,,,0
Uganda,2008,29.49381308,47.29421308,3.1584,13.1856,13.1402,0.0097,20.848888,13.26969892,13.16594691,,0.3321,21.9671,0.3978,17.8004,,,,,,0
Uganda,2009,29.12655147,47.41027147,3.3745,12.9712,12.7702,0.0106,21.283814,13.24931961,12.86653783,,0.333,21.2801,0.411,18.2837,,,,,,0
Uganda,2010,30.93746587,48.80254587,3.5871,13.7162,13.6227,0.0115,21.329996,13.8077803,13.65323875,,0.334,22.7749,0.4242,17.8651,,,,,,0
Uganda,2011,30.74308099,48.95244099,3.7959,13.5998,13.3345,0.0129,21.549904,13.92248294,13.46715175,,0.3353,22.2941,0.4408,18.2094,,,,,,0
Uganda,2012,30.85175411,49.42583411,2.5477,14.2487,14.041,0.0143,20.32909,14.80615559,14.27630475,,,23.5734,0.4575,18.5741,,,,,,0
Ukraine,1990,809.5120126,809.5120126,699.6879,,,1.3229,,,,782.2286,18.8552,,8.4282,,6.11,353.63,199.74,54.3,87.1549,87.4037
Ukraine,1991,765.4912076,765.4912076,663.7345,,,1.2024,,,,739.7881,17.2408,,8.4523,,5.51,316.36,202.41,65.47,74.7517,80.7964
Ukraine,1992,737.9824126,751.2619826,569.4874,130.4927,36.9204,1.0819,582.559316,130.6598233,36.96092942,639.1577,15.5426,74.8058,8.4763,13.2796,2.16,270.09,186.36,40.56,67.9585,74.1892
Ukraine,1993,648.2877891,602.6212691,494.0046,120.9418,32.38,0.9614,448.1304,121.108905,32.42053025,558.8673,12.2487,68.6615,8.5004,-45.6665,0.92,257.41,130.69,35.11,68.0753,67.5819
Ukraine,1994,556.9334416,510.9934016,413.8292,112.4237,29.8396,0.8409,367.68152,112.5908267,29.88011108,473.1668,9.7023,65.5499,8.5244,-45.94,0.57,218.24,98.23,31.96,63.7621,60.9747
Ukraine,1995,526.2639301,480.0503601,396.5686,102.1878,26.7871,0.7205,350.147366,102.3549385,26.8276019,450.4564,7.0606,60.2085,8.5485,-46.2136,0.47,202.12,98.42,33.02,62.529,54.3674
Ukraine,1996,465.6857865,419.0970065,343.2488,98.4044,23.355,0.6776,296.483138,98.54788652,23.38842438,397.9638,5.8774,53.2689,8.5757,-46.5888,0.87,163.59,86.45,29.88,63.8226,54.2213
Ukraine,1997,443.9392749,397.0339949,326.2592,94.0595,22.986,0.6347,279.187102,94.19421458,23.01801685,380.4812,6.0242,48.8309,8.603,-46.9053,0.86,151.9,83.6,35.57,55.3362,54.0751
Ukraine,1998,417.5731573,370.4052073,306.9546,89.1453,20.8814,0.5918,259.61643,89.28267264,20.91433932,360.4886,6.3763,42.088,8.6302,-47.168,0.65,145.9,78.88,33.27,48.5098,53.9289
Ukraine,1999,410.7706737,363.2794937,303.3456,87.13,19.7462,0.5489,255.688322,87.2607207,19.78158179,356.2861,6.6038,39.2134,8.6574,-47.4912,0.87,143.68,80.41,27.85,50.5633,53.7827
Ukraine,2000,399.4948841,351.4693241,294.6054,85.0536,19.3299,0.506,246.494468,85.12278876,19.34609426,347.3635,6.4502,36.9966,8.6847,-48.0256,0.78,138.93,79.71,26.68,48.4069,53.6365
Ukraine,2001,402.859073,380.119113,299.2409,83.0445,19.942,0.6317,276.312936,83.20810516,19.96640994,351.9525,6.9249,35.1738,8.7978,-22.74,0.74,134.41,88.37,28.21,47.1902,53.7722
Ukraine,2002,407.333472,385.551372,302.5077,83.4874,20.581,0.7573,280.181464,83.91291156,20.69966562,354.7615,7.8211,35.8299,8.911,-21.7821,0.89,134.2,88.57,29.43,48.6535,53.908
Ukraine,2003,438.4221749,415.7154649,334.2181,84.5448,18.7762,0.883,311.215166,84.77781795,18.8394813,385.7905,8.9407,34.6568,9.0242,-22.7067,1.1,152.73,97.71,28.91,52.3968,54.0437
Ukraine,2004,420.2448638,397.0810938,317.4881,82.2278,19.5202,1.0087,294.170434,82.36112435,19.54083699,368.4295,10.02,32.658,9.1373,-23.1638,1.11,127.24,103.63,30.89,52.4901,54.1794
Ukraine,2005,413.1207487,389.6399087,311.6612,81.0636,19.2616,1.1344,288.047958,81.16539075,19.29219267,362.0485,11.0224,30.8093,9.2505,-23.4808,1.11,136.43,89.57,30.32,51.4134,54.3151
Ukraine,2006,418.8137526,396.1321326,317.1244,80.2828,20.2404,1.1662,294.279852,80.4245364,20.26151317,366.6095,12.5142,30.3638,9.3363,-22.6816,0.99,135.78,93.56,29.96,53.1789,54.1306
Ukraine,2007,423.4066206,401.4229506,321.4046,79.5033,21.3007,1.1981,298.97015,79.85749205,21.39721368,370.1205,13.8631,30.0011,9.422,-21.9837,1.06,136.14,100.14,31.88,48.0144,53.9461
Ukraine,2008,416.2839165,393.4963265,312.4743,78.3181,24.2616,1.23,289.454656,78.51106771,24.30065419,361.1015,14.5415,31.1333,9.5077,-22.7876,0.78,134.82,89.1,38.84,44.5798,53.7617
Ukraine,2009,358.9434145,336.1028845,257.2302,76.7962,23.6551,1.2618,234.131504,77.01097336,23.6985847,308.4325,12.5561,28.3614,9.5934,-22.8405,0.72,118.99,62.56,32.12,41.1853,53.5772
Ukraine,2010,379.0483844,355.3193044,276.3719,76.4707,24.9121,1.2937,252.558544,76.53651901,24.9305452,327.4535,13.2565,28.6493,9.6792,-23.7291,0.82,128.05,69.7,32.88,43.4307,53.3927
Ukraine,2011,395.1084233,371.4598833,290.6295,76.3359,26.778,1.365,266.82359,76.45760872,26.81372786,341.4242,13.9164,30.1486,9.6192,-23.6485,0.73,135.86,74.17,32.63,45.2027,53.5615
Ukraine,2012,390.3263535,366.3096835,286.309,76.2611,26.32,1.4362,262.1882173,76.33842842,26.34681051,337.3449,14.0483,29.384,9.5592,-24.0167,0.91,138.13,71.04,30.14,44.3046,53.7303
United Arab Emirates,1990,74.62931308,74.62854308,55.6683,15.3028,2.8092,0.849,55.667502,15.30282054,2.809244574,70.1656,2.4721,0.4974,1.4942,-0.0008,28.78,13.62,26.79,11.17,2.9629,15.6227
United Arab Emirates,1991,81.34940712,80.15794712,61.8173,15.7381,2.9546,0.8394,60.625848,15.73806497,2.954645804,76.6237,2.5688,0.5593,1.5976,-1.1915,39.56,13.88,33.5,11.5,3.0488,14.6949
United Arab Emirates,1992,80.14671516,78.95521516,60.0435,16.1743,3.0991,0.8298,58.851998,16.17433939,3.099077035,75.0904,2.7241,0.6213,1.701,-1.1915,39.43,14.86,29.8,11.68,3.1447,15.6056
United Arab Emirates,1993,83.26223119,82.07069119,62.6096,16.6122,3.2202,0.8202,61.418036,16.61219382,3.220248265,77.9729,2.8134,0.6616,1.8043,-1.1915,40.24,17.1,29.85,12.47,3.2407,15.3122
United Arab Emirates,1994,89.95920323,88.76761323,68.7314,17.0525,3.3647,0.8106,67.53977,17.05251824,3.364699495,84.0217,3.3021,0.7276,1.9077,-1.1916,43.35,18.81,34.08,12.36,3.3666,15.4051
United Arab Emirates,1995,95.03336127,93.84173127,73.2447,17.4933,3.4943,0.801,72.05309,17.49333267,3.494270725,88.4824,3.7506,0.7793,2.0111,-1.1916,43.24,20.14,36.24,12.97,3.4726,15.6599
United Arab Emirates,1996,103.6307058,102.4390358,81.2198,17.95,3.6034,0.8575,80.028144,17.95000748,3.603350522,96.8278,3.8474,0.8299,2.1357,-1.1917,42.61,21.43,42.72,13.13,3.5287,16.0191
United Arab Emirates,1997,105.0835083,103.8917983,82.0632,18.4068,3.6994,0.914,80.871536,18.40683229,3.699400319,98.4256,3.5301,0.8676,2.2603,-1.1917,43.29,23.22,40.13,13.07,3.6248,18.3807
United Arab Emirates,1998,109.5297069,108.3379569,85.8918,18.868,3.7993,0.9705,84.700094,18.8680071,3.799330116,101.7497,4.4916,0.9135,2.3848,-1.1918,43.09,25.47,40.82,13.1,3.7109,18.6488
United Arab Emirates,1999,111.9721074,110.7803174,87.7026,19.3306,3.9118,1.027,86.510824,19.33064191,3.911829913,103.9411,4.5481,0.9735,2.5094,-1.1918,41.31,28.05,39.81,13.43,3.8071,18.844
United Arab Emirates,2000,115.848304,114.656474,90.9796,19.7847,4.0005,1.0835,89.78772,19.78468671,4.00054971,108.0886,4.1246,1.001,2.634,-1.1918,39.25,30.92,39.65,14.7,3.9432,18.8754
United Arab Emirates,2001,116.044045,115.992575,90.2373,20.3855,4.3201,1.1012,90.18579,20.38552181,4.320081742,108.0823,4.1423,1.0435,2.7759,-0.0515,37.04,34.07,35.29,16.12,4.3895,18.2128
United Arab Emirates,2002,127.4349741,127.3835541,100.5838,20.9864,4.746,1.1188,100.532338,20.9863669,4.746003773,118.7178,4.607,1.1924,2.9178,-0.0514,34.97,37.73,39.81,18.58,4.3558,18.242
United Arab Emirates,2003,134.8122991,134.7609391,106.9423,21.5871,5.1463,1.1365,106.890952,21.58714199,5.146335805,125.304,5.1229,1.3156,3.0598,-0.0514,39.45,41.73,38.68,20.65,4.6621,19.5819
United Arab Emirates,2004,141.0168342,140.9655242,112.4196,22.1613,5.2817,1.1542,112.368276,22.16134708,5.281727837,131.029,5.6389,1.1473,3.2017,-0.0513,44.62,49.88,35.4,20.85,4.9784,19.9206
United Arab Emirates,2005,145.1385692,145.0873192,115.6469,22.8203,5.4995,1.1718,115.59562,22.82033218,5.499529869,134.4839,6.1549,1.1461,3.3436,-0.0513,46.16,53.12,33.31,22.51,5.2847,20.2593
United Arab Emirates,2006,154.0855583,153.8658883,123.5274,23.3656,5.9828,1.2097,123.307752,23.36557913,5.982811022,141.4861,7.6877,1.4327,3.4891,-0.2197,50.59,56.69,34.84,23.67,5.5191,20.767
United Arab Emirates,2007,166.1126874,165.9111874,134.6931,23.9131,6.2589,1.2477,134.491604,23.91305609,6.258872175,151.7434,9.2205,1.5142,3.6346,-0.2015,55.42,56.75,43.3,24.88,5.7936,21.0198
United Arab Emirates,2008,188.8765444,188.6566244,156.7681,24.4647,6.3582,1.2856,156.548224,24.46466305,6.358173328,171.4837,12.1896,1.4231,3.78,-0.2199,58.1,66.42,51.51,25.85,6.158,21.5457
United Arab Emirates,2009,192.0772035,191.8681335,158.7801,25.0321,6.9416,1.3235,158.570996,25.0321,6.941564481,175.5385,10.7912,1.832,3.9255,-0.2091,51.93,59.08,61.92,26.04,6.5725,21.926
United Arab Emirates,2010,196.7998065,196.5869465,163.0054,25.5,6.9331,1.3614,162.792492,25.49996696,6.933105634,180.8486,10.3309,1.5494,4.071,-0.2129,55.16,60.55,64.36,26.82,6.867,22.2516
United Arab Emirates,2011,203.0920397,202.8790597,168.7189,25.7625,7.1335,1.4771,168.505908,25.76249401,7.1335481,187.3939,9.9483,1.5473,4.2026,-0.213,58.42,61.4,68.95,27.44,7.2199,22.384
United Arab Emirates,2012,216.2558569,216.0427469,181.2981,26.0127,7.3522,1.5928,181.084958,26.01271106,7.352240566,200.2966,10.064,1.551,4.3342,-0.2131,60.55,62.39,79.73,28.3,7.3129,22.5638
United Kingdom,1990,739.5568516,745.9895016,556.5743,118.8861,58.4362,5.6603,562.996736,118.8944549,58.43807003,586.8663,37.8463,57.1034,57.7409,6.4327,26.7,242.99,83.53,114.34,117.1858,28.8205
United Kingdom,1991,746.2200976,749.5857276,570.6296,114.581,55.3836,5.6259,573.985008,114.5893523,55.3855138,600.6762,34.6515,55.6348,55.2476,3.3656,25.37,242.84,84.43,113.69,127.9696,31.7466
United Kingdom,1992,723.5178617,726.9282417,554.735,110.6888,52.5025,5.5915,558.135128,110.6971898,52.50446757,583.9993,32.0137,54.7507,52.7542,3.4104,26.95,242.3,77.53,115.16,122.7234,26.2858
United Kingdom,1993,705.6471118,709.1022418,543.0054,106.6458,50.4389,5.5571,546.450274,106.6540972,50.44081134,570.8215,30.0317,54.533,50.2609,3.4551,28,221.67,78.61,116.36,124.7773,29.4042
United Kingdom,1994,695.4414379,698.9413179,537.8985,102.8281,49.1922,5.5227,541.388086,102.8364046,49.19416511,563.6472,28.6689,55.3577,47.7676,3.4999,27.99,216,79.57,116.73,121.8111,29.5361
United Kingdom,1995,677.7352859,681.2799159,526.6735,98.4386,47.1349,5.4883,530.20784,98.44695207,47.13685888,551.2415,26.4194,54.8001,45.2743,3.5446,29.54,213.62,76.01,115.7,119.2349,26.6766
United Kingdom,1996,692.0923254,695.6862554,546.0151,94.0343,46.1422,5.9008,549.597494,94.04359804,46.14434122,568.736,25.1583,55.7565,42.4416,3.5939,31.27,220.64,74.14,120.16,128.3476,25.4484
United Kingdom,1997,663.3763029,667.0065429,524.2352,89.2638,43.5639,6.3134,527.856386,89.271244,43.56554356,545.1017,23.9044,54.7613,39.6089,3.6302,33.2,208.53,73.32,121.21,118.8103,23.2313
United Kingdom,1998,661.4720943,665.1456543,528.8445,84.7934,41.1083,6.7259,532.509202,84.80054997,41.1099559,548.1727,22.3244,54.1887,36.7762,3.6736,35.96,213.46,72.24,120.41,120.3431,21.7196
United Kingdom,1999,652.2803958,656.0020858,526.1346,80.1174,38.89,7.1385,529.846648,80.12522593,38.89171824,543.6879,21.001,53.6479,33.9436,3.7217,35.65,212.69,70.54,123.93,116.1158,20.4121
United Kingdom,2000,651.8147413,655.5777613,533.8217,74.7251,35.7169,7.5511,537.575838,74.7322819,35.71859058,549.7331,19.5346,51.4362,31.1109,3.763,37.37,223.03,70.28,122.16,115.9985,18.2646
United Kingdom,2001,657.941758,654.616908,546.1535,69.4634,34.4422,7.8827,542.828668,69.46339961,34.44216433,561.3316,18.9251,48.8567,28.8284,-3.3249,37.25,231.39,72.48,121.08,119.0113,17.3703
United Kingdom,2002,638.1116688,634.7504488,530.6608,65.4646,33.772,8.2143,527.299582,65.46458732,33.77197808,545.0652,18.3558,48.1447,26.546,-3.3612,36.03,227.02,68.15,122.33,111.4941,16.0711
United Kingdom,2003,646.0904336,642.9175436,542.6794,62.132,32.7332,8.5459,539.45385,62.17734503,32.74042182,555.8667,18.23,47.7302,24.2636,-3.1729,36.27,237.83,68,123.81,111.4569,14.7698
United Kingdom,2004,642.9905743,639.5566043,543.62,58.6939,31.7991,8.8776,540.186004,58.69390275,31.79914557,555.5673,18.1371,47.3151,21.9811,-3.434,39.65,236.09,65.14,125.21,115.1897,13.9377
United Kingdom,2005,636.7541671,633.3029671,541.5545,55.2559,30.7345,9.2092,538.09828,55.26004046,30.73546932,552.4224,17.8536,46.7695,19.6987,-3.4512,41.99,239.92,61.74,126.27,111.4924,13
United Kingdom,2006,637.4234283,634.8014683,543.2663,54.512,30.3878,9.2574,540.64377,54.51244227,30.38790206,553.3491,17.8774,46.2228,19.9742,-2.622,43.32,245.28,61.48,127.88,106.4746,12.2345
United Kingdom,2007,622.7233575,620.2170175,530.0209,53.6123,29.7845,9.3055,527.473638,53.64442409,29.79342481,539.2279,17.9817,45.264,20.2497,-2.5063,43.3,239.06,59.71,128.53,101.8767,10.0512
United Kingdom,2008,601.0256207,598.3548607,509.8235,52.6945,29.1539,9.3537,507.15274,52.69449591,29.15391755,519.2686,16.9722,44.2596,20.5252,-2.6708,47.34,229.97,55.96,120.04,103.8589,9.4397
United Kingdom,2009,552.2104898,549.5163398,461.8368,51.8018,29.17,9.4019,459.142628,51.80178773,29.1700403,471.8351,15.6475,43.9271,20.8008,-2.6942,44.76,202.09,48.48,114.99,97.431,8.8441
United Kingdom,2010,568.921551,566.205911,478.9023,51.5844,28.9847,9.4501,476.186088,51.58488954,28.98488304,488.1155,15.6713,44.0685,21.0763,-2.7156,42.16,206.05,49.15,114.48,110.1432,8.2923
United Kingdom,2011,531.829936,529.174076,441.9302,51.1041,28.7776,10.018,439.24761,51.12436514,28.78406033,450.6794,16.5396,43.7306,20.8803,-2.6559,44.24,194.14,45.6,113.33,89.614,7.9954
United Kingdom,2012,553.4286442,550.6643442,463.4556,50.7869,28.6001,10.586,460.6912552,50.78693074,28.60013763,472.5564,16.6123,43.5856,20.6843,-2.7643,41.78,208.38,43.81,112.87,98.5448,8.9517
United States,1990,5936.929145,5743.982575,4912.6814,665.9266,266.5559,91.7652,4713.14737,670.7100844,268.3599063,5255.6963,167.0641,338.9506,175.2282,-192.9466,129.47,2138.8,702.85,1419.98,676.3817,317.6846
United States,1991,5905.485109,5616.808229,4878.6746,662.8285,269.2094,94.7726,4583.410294,667.6119463,271.0133827,5223.0399,169.4663,338.8406,174.1384,-288.6769,135.68,2156.67,671.3,1392.52,685.8095,316.7403
United States,1992,5972.002506,5682.546636,4934.9574,662.4645,276.8006,97.78,4638.91407,667.2479482,278.6046292,5278.0155,174.5358,346.4025,173.0486,-289.4559,142.5,2251.15,607.72,1423.24,681.3574,314.5482
United States,1993,6101.34054,5811.10569,5057.4051,659.7164,283.4316,100.7874,4760.582814,664.4998601,285.2356256,5398.2612,180.5104,350.6201,171.9588,-290.2349,131.1,2310.74,623.68,1446.71,701.3752,315.756
United States,1994,6191.523425,5900.509585,5140.2143,659.8104,287.704,103.7948,4842.612958,664.593842,289.5080121,5478.8482,186.485,355.3211,170.869,-291.0138,128.83,2335.26,636.17,1499.2,694.473,313.7452
United States,1995,6249.714506,5957.921686,5193.6996,657.9546,291.2582,106.8022,4895.319288,662.7380239,293.0621985,5532.7449,189.8362,357.3542,169.7792,-291.7928,136.47,2396.2,591.58,1529.5,700.6809,314.784
United States,1996,6418.005315,6121.124525,5359.2681,652.5396,293.4342,112.7634,5056.986144,656.3830684,294.9919092,5697.3302,194.6382,361.4236,164.6133,-296.8808,133.24,2476.52,600.34,1568.22,737.6571,314.5931
United States,1997,6592.372911,6291.250521,5538.4548,644.9543,290.2391,118.7246,5233.972386,647.4772728,291.0762199,5875.0711,199.9128,357.9516,159.4474,-301.1224,125.43,2610.63,635.48,1593.1,721.6833,314.1777
United States,1998,6580.697883,6281.110223,5527.8655,639.4405,288.706,124.6859,5223.302044,642.9443972,290.1779006,5864.1004,204.1029,358.2131,154.2815,-299.5877,125.19,2642.13,618.07,1631.25,666.5496,306.1008
United States,1999,6605.628065,6308.595455,5555.7168,634.7575,284.5067,130.6471,5252.482002,639.2926317,286.1737012,5891.0857,208.7877,356.6391,149.1156,-297.0326,139.06,2617.52,606.63,1677.1,682.8658,306.9699
United States,2000,6789.206069,6486.664989,5747.8546,626.7864,277.9566,136.6084,5440.271492,630.1630961,279.6220419,6082.6214,213.2086,349.4264,143.9497,-302.5411,146.01,2685.33,665.49,1708.06,717.382,306.3594
United States,2001,6762.725478,6380.789478,5728.176,620.9614,275.1447,138.4433,5344.207934,622.5277384,275.6104566,6054.1652,214.6431,349.7747,144.1426,-381.936,113.11,2686.09,656.81,1709.8,699.6603,301.8048
United States,2002,6683.33566,6311.57613,5656.2335,616.0355,270.7883,140.2783,5278.084508,620.8053008,272.4079812,5973.5174,216.0153,349.4776,144.3355,-371.7595,137.41,2638.04,613.77,1724.55,700.1687,296.9887
United States,2003,6757.877586,6381.664446,5733.5668,609.5807,272.6167,142.1133,5351.550136,613.6000631,274.4009059,6041.0042,218.5086,353.8364,144.5284,-376.2131,121.83,2673.5,611.75,1749.36,714.347,292.0472
United States,2004,6839.298862,6495.933412,5820.2978,604.7657,270.287,143.9483,5463.737474,615.3860654,272.8615505,6117.1026,221.8081,355.6769,144.7213,-343.3655,139.79,2708.96,643.75,1771.03,706.3453,287.0172
United States,2005,6841.495637,6480.321637,5830.4835,601.4852,263.7437,145.7833,5460.505952,608.4790077,265.5533752,6118.0279,223.7152,354.8383,144.9142,-361.174,149.97,2756.99,604.06,1789.87,683.6937,283.4143
United States,2006,6770.279909,6363.545119,5741.3823,612.4353,266.9092,149.5532,5328.819224,616.3654303,268.8072673,6035.8186,228.2123,357.7148,148.5442,-406.7348,156.7,2694.24,628.3,1788.16,633.4324,291.6861
United States,2007,6865.162062,6474.172632,5818.1865,623.7667,269.8858,153.3231,5414.425998,632.4541628,273.9693994,6120.3264,231.8777,360.7838,152.1742,-390.9894,166.37,2760.36,612.27,1788.52,659.0012,300.1752
United States,2008,6698.533473,6288.508313,5638.2693,636.2038,266.9674,157.093,5222.72025,640.1549453,268.5401515,5951.313,232.3627,359.0635,155.8042,-410.0252,152.52,2705.82,582.12,1691.44,662.7,309.2331
United States,2009,6293.845128,5901.048078,5224.0551,645.2153,263.7119,160.8629,4821.480726,652.5214278,266.1830735,5554.7309,226.1097,353.5803,159.4343,-392.7971,139.7,2486.37,492.1,1606.55,652.8987,316.8122
United States,2010,6557.928257,6147.408097,5469.9155,656.8109,266.5691,164.6327,5055.359786,659.8777003,267.5378756,5805.6971,232.3728,356.7941,163.0643,-410.5202,147.29,2610.95,564.67,1659.07,646.4475,324.5596
United States,2011,6435.989171,6024.393681,5334.3187,656.6406,269.9089,175.121,4917.22344,660.464924,271.5842855,5672.0413,243.9437,356.9104,163.0938,-411.5955,148.18,2517.39,556.93,1638.21,629.9596,329.5517
United States,2012,6235.097159,5822.870399,5122.9094,657.1224,269.4561,185.6093,4703.336128,661.9232377,272.0017053,5460.6441,257.4536,353.8863,163.1232,-412.2268,112.08,2369.6,495.41,1667.26,596.0017,332.3724
Uruguay,1990,26.21348382,26.03747382,3.9992,15.225,6.9785,0.0109,3.808282,15.23362408,6.984707199,3.9161,0.26,20.8033,1.2341,-0.176,0.37,0.52,0.73,1.5,1.1476,0.0185
Uruguay,1991,27.72200794,6.529397941,4.5492,15.9213,7.238,0.0135,-16.658318,15.92995481,7.244248853,4.4771,0.2627,21.7296,1.2627,-21.1926,0.45,0.9,0.78,1.6,1.1786,0.0185
