Country,Year,Total GHG Emissions Excluding Land-Use Change and Forestry (MtCO2e),Total GHG Emissions Including Land-Use Change and Forestry (MtCO?e?),Total CO2 (excluding Land-Use Change and Forestry) (MtCO2),Total CH4 (MtCO2e),Total N2O (MtCO2e),Total F-Gas (MtCO2e),Total CO2 (including Land-Use Change and Forestry) (MtCO2),Total CH4 (including Land-Use Change and Forestry) (MtCO2e),Total N2O (including Land-Use Change and Forestry) (MtCO2e),Energy (MtCO2e),Industrial Processes (MtCO2e),Agriculture (MtCO2e),Waste (MtCO2e),Land-Use Change and Forestry (MtCO2),Bunker Fuels (MtCO2),Electricity/Heat (MtCO2),Manufacturing/Construction (MtCO2),Transportation (MtCO2),Other Fuel Combustion (MtCO2e),Fugitive Emissions (MtCO2e)
Afghanistan,1990,15.29693575,15.96118575,2.9907,9.3098,2.9943,0.0022,3.654722,9.309910807,2.99436272,,0.0571,7.3512,4.039,0.6643,,,,,,1.2556
Afghanistan,1991,15.35144848,15.35162848,2.7412,9.5144,3.0922,0.0036,2.741202,9.514510824,3.092302599,,0.0586,7.6393,4.22,0.0002,,,,,,1.0226
Afghanistan,1992,14.05128121,14.05146121,1.4252,9.5697,3.0513,0.005,1.425242,9.569810841,3.051362478,,0.0637,7.6392,4.4011,0.0002,,,,,,0.6026
Afghanistan,1993,14.06486794,14.06504794,1.352,9.6081,3.0983,0.0065,1.352016,9.608190857,3.098362357,,0.0651,7.7102,4.5822,0.0002,,,,,,0.414
Afghanistan,1994,14.02218067,14.02236067,1.2971,9.7873,2.93,0.0079,1.297056,9.787360874,2.930032237,,0.0665,7.7066,4.7633,0.0002,,,,,,0.2473
Afghanistan,1995,14.36789739,14.36807739,1.2458,10.056,3.0568,0.0093,1.24576,10.05614089,3.056832116,,0.068,8.0878,4.9444,0.0002,,,,,,0.0807
Afghanistan,1996,15.35095525,15.35113525,1.1761,10.8619,3.2956,0.0173,1.176144,10.86204836,3.295641691,,0.0759,8.9751,5.0984,0.0002,,,,,,0.084
Afghanistan,1997,16.31079311,16.31090311,1.0882,11.5757,3.6216,0.0253,1.088208,11.57577583,3.621661266,,0.0839,9.8576,5.2525,0.0001,,,,,,0.0873
Afghanistan,1998,17.15105698,17.15134698,1.0332,12.1525,3.9321,0.0332,1.033248,12.15263329,3.932250841,,0.0918,10.5875,5.4065,0.0003,,,,,,0.0906
Afghanistan,1999,18.02007284,18.02015284,0.8061,12.9486,4.2242,0.0412,0.80608,12.94868076,4.224220416,,0.0998,11.5183,5.5606,0.0001,,,,,,0.0939
Afghanistan,2000,16.6085247,16.6091647,0.7584,12.0918,3.7092,0.0491,0.758448,12.09212823,3.709459991,,0.0748,9.9891,5.7146,0.0006,,,,,,0.0973
Afghanistan,2001,15.13944907,15.13966907,0.6229,11.1523,3.2998,0.0644,0.62288,11.15241065,3.299936929,,0.0901,8.4757,5.8954,0.0002,,,,,,0.081
Afghanistan,2002,17.23934345,17.23934345,0.8904,12.6024,3.6668,0.0798,0.890352,12.60241307,3.666823867,,0.1091,10.1283,6.0762,0,,,,,,0.0647
Afghanistan,2003,18.01338583,18.01338583,1.0369,12.9994,3.882,0.0951,1.036912,12.99941549,3.881990806,,0.1317,10.576,6.257,0,,,,,,0.0485
Afghanistan,2004,17.89618021,17.89618021,0.9563,13.0324,3.7971,0.1104,0.956304,13.03241791,3.797077744,,0.147,10.3595,6.4378,0,,,,,,0.0322
Afghanistan,2005,18.82928858,18.82928858,1.3374,13.3576,4.0087,0.1257,1.33736,13.35755033,4.008684682,,0.155,10.7317,6.6186,0,,,,,,0.0159
Afghanistan,2006,19.55827713,19.55904713,1.6598,13.7283,4.0246,0.1455,1.659792,13.72875584,4.024995256,,0.1712,10.9215,6.8151,0.0008,,,,,,0.0164
Afghanistan,2007,20.23799968,20.23799968,2.279,13.9853,3.8084,0.1653,2.279008,13.98530136,3.80835583,,0.18,10.7652,7.0116,0,,,,,,0.0168
Afghanistan,2008,23.64798422,23.64882422,4.2099,15.1111,4.1418,0.1852,4.209936,15.11155687,4.142176404,,0.2035,12.0275,7.2081,0.0008,,,,,,0.0172
Afghanistan,2009,26.96127677,26.96127677,6.7711,15.4676,4.5176,0.205,6.771072,15.46759239,4.517636978,,0.2196,12.5629,7.4047,0,,,,,,0.0177
Afghanistan,2010,30.62237731,30.62237731,8.4602,16.9572,4.9802,0.2248,8.460176,16.9571579,4.980247552,,0.2431,14.3181,7.6012,0,,,,,,0.0181
Afghanistan,2011,34.73017684,34.73017684,12.2378,17.1466,5.0957,0.2501,12.23776,17.14661184,5.095730193,,0.2684,14.4167,7.8071,0,,,,,,0.0186
Afghanistan,2012,30.75894237,30.75894237,8.5517,16.9356,4.9963,0.2754,8.55174,16.93555577,4.996292833,,,13.8998,8.013,0,,,,,,0.0191
Albania,1990,12.03706501,12.18067501,6.6237,3.9836,1.4262,0.0035,6.739718,4.000726608,1.436688287,8.0785,0.3884,3.0165,0.5536,0.1436,0,0.75,2.76,0.7,3.0855,0.783
Albania,1991,9.42950377,9.57564377,4.6804,3.6843,1.0613,0.0035,4.798968,3.701397696,1.071802109,5.8931,0.3151,2.6627,0.5587,0.1461,0,0.56,2,0.53,2.1644,0.6387
Albania,1992,7.183362528,7.332022528,2.8289,3.352,0.999,0.0034,2.949968,3.369138783,1.009505931,3.9176,0.1135,2.5784,0.5638,0.1487,0,0.42,1.34,0.4,1.2632,0.4945
Albania,1993,6.530551286,6.681731286,2.3089,3.1582,1.0601,0.0033,2.432488,3.175299871,1.070599753,3.1022,0.1134,2.756,0.5689,0.1512,0,0.56,0.77,0.5,0.922,0.3502
Albania,1994,6.993338043,7.147038043,2.3938,3.3392,1.2571,0.0033,2.519856,3.356290958,1.267613575,2.9193,0.0657,3.4444,0.574,0.1537,0,0.63,0.69,0.63,0.6908,0.2784
Albania,1995,6.283318801,6.439538801,1.9589,3.0805,1.2407,0.0032,2.087528,3.097592046,1.251207397,2.1113,0.1133,3.4796,0.5791,0.1562,0,0.33,0.59,0.62,0.5097,0.0617
Albania,1996,5.97759658,6.12138658,1.9726,2.9138,1.0874,0.0038,2.103282,2.921856487,1.092455836,2.1041,0.1175,3.1644,0.5816,0.1438,0,0.27,0.53,0.61,0.6425,0.0516
Albania,1997,5.295634359,5.461994359,1.4813,2.7648,1.0451,0.0044,1.614506,2.785740928,1.057364275,1.6668,0.0668,2.9779,0.5841,0.1664,0,0.24,0.33,0.49,0.5653,0.0415
Albania,1998,5.462766138,5.614576138,1.7103,2.6468,1.1007,0.005,1.846184,2.656545369,1.106892715,1.8996,0.0564,2.9202,0.5866,0.1518,0,0.22,0.43,0.73,0.4881,0.0315
Albania,1999,6.725181918,6.876441918,2.9813,2.6871,1.0513,0.0055,3.119556,2.69508981,1.056261154,3.1623,0.068,2.9158,0.5891,0.1513,0.11,0.26,0.54,1.39,0.9509,0.0214
Albania,2000,6.958895697,7.176385697,3.1379,2.7017,1.1131,0.0061,3.279066,2.749174251,1.142029593,3.2651,0.1052,2.9971,0.5916,0.2175,0.12,0.32,0.52,1.45,0.9637,0.0114
Albania,2001,6.959159983,7.835589983,3.2,2.6726,1.0785,0.008,4.07559,2.673223578,1.078778905,3.4272,0.0192,2.9182,0.5946,0.8764,0.13,0.29,0.59,1.53,1.0012,0.0161
Albania,2002,7.54142027,8.42560027,3.67,2.6289,1.2326,0.0099,4.55418,2.628912905,1.232628217,3.9094,0.021,3.0133,0.5976,0.8842,0.13,0.3,0.46,1.75,1.3787,0.0207
Albania,2003,8.055166556,8.952406556,4.1295,2.6665,1.2475,0.0118,5.024066,2.668262231,1.248327529,4.0816,0.3124,3.0505,0.6007,0.8972,0.14,0.36,0.54,1.9,1.2561,0.0254
Albania,2004,8.243612843,9.145782843,4.4158,2.6062,1.208,0.0136,5.317962,2.606161558,1.208016841,4.3837,0.3106,2.9356,0.6037,0.9022,0.15,0.29,0.62,2.27,1.1736,0.0301
Albania,2005,8.046189129,8.958159129,4.2155,2.601,1.2142,0.0155,5.126918,2.601400885,1.214316153,4.2459,0.2722,2.9213,0.6068,0.912,0.17,0.3,0.53,2.35,1.0311,0.0348
Albania,2006,7.883509561,7.651579561,4.1301,2.5729,1.1642,0.0163,3.897984,2.573057385,1.164247141,4.1491,0.2876,2.8368,0.6101,-0.2319,0.14,0.27,0.76,1.9,1.1824,0.0367
Albania,2007,7.940613993,7.908883993,4.2933,2.4785,1.1518,0.0171,4.071564,2.593533886,1.226728129,4.1322,0.4716,2.7235,0.6133,-0.0317,0.06,0.33,0.72,2.07,0.9736,0.0386
Albania,2008,7.749874425,7.526494425,4.238,2.3855,1.1086,0.0178,4.00992,2.388810386,1.109939117,4.0654,0.487,2.5809,0.6166,-0.2234,0.08,0.28,0.58,2.26,0.9049,0.0405
Albania,2009,7.629922857,7.403662857,4.1933,2.3051,1.1129,0.0186,3.966294,2.305576886,1.113200105,3.9386,0.583,2.4984,0.6199,-0.2263,0.05,0.17,0.77,2.2,0.7562,0.0424
Albania,2010,7.974981289,7.749881289,4.5485,2.3044,1.1027,0.0194,4.323158,2.304583387,1.102781093,4.1817,0.679,2.481,0.6232,-0.2251,0.05,0.09,1.03,2.21,0.8075,0.0443
Albania,2011,8.244369192,8.039139192,4.7785,2.3023,1.1427,0.0208,4.560548,2.311153774,1.146634026,4.4281,0.6805,2.509,0.6268,-0.2052,0.06,0.13,1.13,2.32,0.8034,0.0446
Albania,2012,7.333219095,7.219109095,3.83,2.3339,1.1471,0.0222,3.61061,2.399944161,1.18632696,4.1345,,2.535,0.6304,-0.1141,0.06,0.1,1.01,2.23,0.7494,0.045
Algeria,1990,92.25498956,94.07452956,69.5996,18.3924,4.2358,0.0272,71.294928,18.47894198,4.273471317,77.2794,3.3689,7.3039,4.3028,1.8195,2.45,23.09,7.45,15.65,6.7901,24.2993
Algeria,1991,91.67606043,93.26482043,68.635,18.806,4.197,0.0381,70.099576,18.89255084,4.234624176,76.6838,3.3952,7.0792,4.5079,1.5888,2.14,24.06,7.99,16.71,7.7329,20.1908
Algeria,1992,92.1392773,93.7285173,68.1796,19.5383,4.3725,0.049,69.64459,19.62483969,4.410137036,76.5659,3.4729,7.3875,4.7129,1.5892,2.13,24.06,8.39,16.63,7.9758,19.5101
Algeria,1993,100.2326302,101.8223502,75.5554,20.1551,4.4623,0.0598,77.02088,20.24170855,4.499929895,84.2897,3.5102,7.4948,4.918,1.5897,2.02,25.25,8.36,16.79,8.4186,25.471
Algeria,1994,98.17171903,99.76191903,73.2444,20.5824,4.2742,0.0707,74.710386,20.66894741,4.311872755,82.5351,3.3791,7.1345,5.123,1.5902,2.06,24.93,7.73,15.37,8.3615,26.1437
Algeria,1995,100.1487479,101.7394279,74.6878,21.16,4.2193,0.0816,76.154262,21.24658627,4.256985614,83.9654,3.7975,7.0578,5.3281,1.5907,2.13,25.85,7.88,14.96,8.2943,26.9811
Algeria,1996,100.7321429,102.3111829,72.7802,23.4754,4.3288,0.1477,74.247106,23.55360048,4.362772835,83.9336,3.6993,7.1505,5.9589,1.579,1.99,25.71,7.25,14.82,8.523,27.6306
Algeria,1997,104.866478,106.416718,74.6757,25.7748,4.2021,0.2138,76.14316,25.83256468,4.227160056,87.2369,4.0591,6.9908,6.5897,1.5502,1.87,27.68,7.1,14.87,8.2017,29.3852
Algeria,1998,109.499749,111.053789,76.1473,28.2746,4.798,0.28,77.61516,28.33370889,4.824967278,90.2115,4.3236,7.7542,7.2204,1.554,1.75,27.74,7.22,15.31,8.8604,31.0811
Algeria,1999,115.74508,117.30508,79.9153,30.7578,4.7258,0.3461,81.38372,30.82171309,4.753584499,95.6642,4.3866,7.8331,7.8512,1.56,1.77,29.27,8.38,16.31,9.3191,32.3851
Algeria,2000,119.090517,121.009647,80.9427,33.069,4.6666,0.4122,82.411556,33.3829973,4.80290172,98.0067,4.849,7.7528,8.482,1.9191,1.94,29.13,8.45,16.68,9.5678,34.1789
Algeria,2001,116.7767617,118.2521717,77.1518,34.2267,4.8498,0.5484,78.618246,34.23298565,4.852483165,95.2069,4.9751,7.984,8.6008,1.4754,1.96,30.15,8.54,16.87,9.7694,29.8775
Algeria,2002,123.5349463,125.0231263,82.8558,35.282,4.7124,0.6847,84.322416,35.297064,4.71894461,101.5739,5.4492,7.7922,8.7197,1.4882,2.15,32.22,8.97,19.17,10.1509,31.0629
Algeria,2003,128.4536609,129.9616909,86.2931,36.4356,4.904,0.821,87.759806,36.46441236,4.916516055,106.0122,5.5752,8.0278,8.8385,1.508,1.87,32.48,9.34,21.55,10.9425,31.6997
Algeria,2004,131.2492036,132.7303936,86.9744,37.727,5.5906,0.9572,88.441194,37.73703071,5.5949675,106.7079,6.6979,8.8961,8.9573,1.4812,2.16,31.68,9.94,21.81,11.7841,31.4938
Algeria,2005,136.4942882,138.0438082,91.62,38.8589,4.922,1.0935,93.086914,38.91643906,4.946988945,111.4469,7.7216,8.2497,9.0762,1.5495,2.33,32.54,10.49,23.93,12.7757,31.7112
Algeria,2006,142.5101696,144.1031396,96.291,39.4431,5.2805,1.4955,97.756796,39.53178837,5.3190457,115.5779,9.0661,8.6771,9.1891,1.593,2.21,34.16,10.85,25.38,12.4866,32.7014
Algeria,2007,150.9650729,152.8032329,103.6753,40.0637,5.3285,1.8976,105.14168,40.32291767,5.441082456,122.7877,10.0552,8.8302,9.302,1.8382,2.21,33.9,11.87,27.33,13.8974,35.7903
Algeria,2008,155.7524263,157.3579663,107.9449,40.4988,5.0091,2.2996,109.411764,40.59549698,5.051109211,126.6978,11.2092,8.4305,9.4149,1.6055,2.26,35.22,12.07,28.89,13.7883,36.7295
Algeria,2009,166.2351797,167.7363597,116.5058,41.3014,5.7263,2.7016,117.973258,41.32492628,5.736535967,135.0009,12.2716,9.4349,9.5278,1.5012,2.33,36.6,12.3,30.21,17.6892,38.2017
Algeria,2010,167.846723,169.322863,116.827,42.0193,5.8967,3.1037,118.294992,42.02497558,5.899212723,135.5406,12.8576,9.8078,9.6408,1.4761,2.43,36.27,13.17,31.39,17.1,37.6105
Algeria,2011,173.9844354,175.6161354,120.9085,43.5407,5.9584,3.5769,122.37694,43.65446209,6.007787209,140.4339,13.7839,10.0114,9.7553,1.6317,2.23,39.6,13.52,32.32,18.8679,36.126
Algeria,2012,187.3349155,189.0811155,131.6345,45.2083,6.4419,4.0502,133.1034959,45.40160859,6.525811696,151.9492,14.7328,10.7831,9.8698,1.7462,2.42,43.99,13.61,36.56,20.6258,37.1634
Angola,1990,52.34490363,105.0184736,6.4579,30.9597,14.9253,0.002,46.84921,39.82238816,18.34483005,25.2162,0.1303,26.4933,0.5152,52.6736,1.05,0.5,1.85,1.01,1.6042,20.252
Angola,1991,53.94281063,106.6157606,6.6611,32.3134,14.9658,0.0026,47.05179,41.17606392,18.3853268,26.7033,0.1308,26.5696,0.5291,52.673,0.9,0.46,1.72,1.24,1.6473,21.636
Angola,1992,55.15347162,107.8258016,6.4589,33.6752,15.0163,0.0031,46.848934,42.53786968,18.43588355,27.783,0.1533,26.6641,0.543,52.6723,0.82,0.4,1.79,1.17,1.6004,22.8226
Angola,1993,56.89185062,109.5635606,6.9997,34.9234,14.9652,0.0036,47.389136,43.78606545,18.3847103,29.6734,0.1282,26.5432,0.557,52.6717,0.92,0.34,2.25,1.2,1.5235,24.3599
Angola,1994,57.96049361,110.6315836,6.7822,36.2567,14.9174,0.0042,47.171072,45.11942121,18.33691705,30.7736,0.1251,26.5109,0.5709,52.6711,1.33,0.42,1.68,1.53,1.6666,25.477
Angola,1995,63.29094661,115.9614166,10.8677,37.5008,14.9178,0.0047,51.255898,46.36346697,18.3373438,36.1649,0.1036,26.4375,0.5849,52.6705,1.2,0.41,1.83,1.06,1.7197,31.1452
Angola,1996,63.78044376,120.3826838,11.4655,37.9443,14.3627,0.0079,51.663508,49.67124259,19.04004372,37.5013,0.1434,25.529,0.5968,56.6022,1.04,0.43,1.91,0.98,1.9887,32.1925
Angola,1997,64.54489692,119.0530569,11.784,38.6295,14.1204,0.011,51.649574,49.11065821,18.28177364,38.6002,0.1613,25.1747,0.6087,54.5082,1.05,0.66,1.77,1.04,2.0178,33.1125
Angola,1998,67.93187207,127.8071621,11.7163,40.6139,15.5875,0.0142,52.128052,54.48518382,21.17972355,39.2921,0.1901,27.8292,0.6206,59.8753,0.67,0.61,1.6,0.83,2.1469,34.1052
Angola,1999,67.80668923,125.7902092,12.8107,40.5486,14.43,0.0174,52.693172,53.44223944,19.63743347,41.2349,0.12,25.8094,0.6325,57.9835,1.18,0.87,1.61,1.14,2.4259,35.189
Angola,2000,69.39049238,123.2677024,12.825,41.698,14.847,0.0205,53.112578,51.46714506,18.66745339,42.048,0.1195,26.5787,0.6444,53.8772,1.42,0.96,2.02,1.06,2.245,35.763
Angola,2001,74.36342083,121.3546508,13.4909,45.7907,15.0542,0.0277,52.48398,51.59322047,17.24978649,46.4547,0.3025,26.9006,0.7057,46.9912,1.53,1.06,2.16,1.19,2.4152,39.6295
Angola,2002,78.85646128,129.1985313,14.3113,49.5838,14.9265,0.0348,54.735584,56.79970589,17.6284396,51.1698,0.3316,26.588,0.7671,50.3421,1.32,1.07,2.42,1.47,2.4954,43.7144
Angola,2003,90.51411372,140.9042737,18.688,54.9579,16.8263,0.0419,59.51006,61.9508713,19.40140271,59.4118,0.39,29.8838,0.8285,50.3902,0.79,1.24,2.48,2.73,2.5956,50.3662
Angola,2004,96.11233217,149.1673322,19.4644,59.231,17.3678,0.0491,61.015252,67.61198671,20.49101581,64.0856,0.4265,30.7204,0.8899,53.055,1.29,0.89,2.52,3.11,2.6958,54.8698
Angola,2005,99.27448262,152.6749526,18.6439,63.2728,17.3015,0.0562,60.334186,71.80480213,20.47973892,66.8932,0.7121,30.7179,0.9513,53.4005,0.9,1,2.04,2.43,2.446,58.9773
Angola,2006,106.124627,155.786447,20.7232,69.7323,15.6048,0.0644,60.133878,77.12761311,18.460596,76.4626,0.7495,27.7269,1.1857,49.6618,0.8,1.09,2.25,3.23,3.4315,66.4611
Angola,2007,118.8930314,169.9666114,23.403,78.4728,16.9447,0.0725,64.69909,85.63651409,19.55849308,86.6607,0.7687,30.0537,1.42,51.0736,1.2,1.21,2.43,3.82,3.837,75.3637
Angola,2008,126.7637917,176.7993217,25.0796,85.5686,16.0349,0.0806,64.783678,93.03538507,18.89961016,95.6661,0.9673,28.486,1.6544,50.0355,1.29,1.61,2.28,5.1,4.5025,82.1736
Angola,2009,137.0019861,187.8514761,27.2276,93.4529,16.2327,0.0888,66.89192,101.5128361,19.35792724,105.3223,0.9865,28.8145,1.8887,50.8495,1.18,2.47,2.49,5.65,5.078,89.6343
Angola,2010,147.9116345,199.3001045,28.9468,101.783,17.0849,0.0969,69.028226,109.949787,20.22515431,114.7011,0.8444,30.2431,2.1231,51.3885,1.17,2.63,2.64,6.71,5.3635,97.3576
Angola,2011,150.7501341,206.2983841,29.2168,103.7437,17.6816,0.108,71.691576,113.2673036,21.23151252,116.4801,0.8554,31.2569,2.1677,55.5483,1.14,2.4,2.73,6.83,5.4293,99.0908
Angola,2012,149.9239478,199.7218778,29.3342,104.2232,16.2475,0.119,69.15901,111.4465201,18.99732072,118.8437,,28.7588,2.2124,49.7979,1.22,2.38,2.76,7.25,5.745,100.7087
Antigua & Barbuda,1990,0.422743607,0.403833607,0.3004,0.1091,0.0132,0,0.281538,0.109114607,0.013181,,0,0.0363,0.0852,-0.0189,,,,,,0
Antigua & Barbuda,1991,0.419028627,0.400248627,0.2895,0.1133,0.0133,0.0029,0.270676,0.113303966,0.0133229,,0.0029,0.0362,0.0896,-0.0188,,,,,,0
Antigua & Barbuda,1992,0.426495648,0.407865648,0.2895,0.1176,0.0135,0.0059,0.270826,0.117643325,0.0135048,,0.0059,0.0363,0.0941,-0.0186,,,,,,0
Antigua & Barbuda,1993,0.449018668,0.430548668,0.3041,0.1221,0.0139,0.0088,0.285642,0.122142685,0.0139267,,0.0088,0.0367,0.0985,-0.0185,,,,,,0
Antigua & Barbuda,1994,0.464443689,0.446123689,0.3114,0.1268,0.0144,0.0118,0.29312,0.126792044,0.0144286,,0.0118,0.0374,0.1029,-0.0183,,,,,,0
Antigua & Barbuda,1995,0.48335271,0.46518271,0.3224,0.1313,0.0149,0.0147,0.304262,0.131251404,0.0149405,,0.0147,0.038,0.1074,-0.0182,,,,,,0
Antigua & Barbuda,1996,0.501276583,0.483256583,0.3224,0.1354,0.0153,0.0282,0.304412,0.135381551,0.0152924,,0.0282,0.038,0.1119,-0.018,,,,,,0
Antigua & Barbuda,1997,0.533956455,0.516086455,0.3371,0.1395,0.0157,0.0416,0.319218,0.139521698,0.0157343,,0.0416,0.0381,0.1164,-0.0179,,,,,,0
Antigua & Barbuda,1998,0.548056328,0.530336328,0.3334,0.1436,0.016,0.0551,0.315704,0.143561845,0.0160162,,0.0551,0.0379,0.1209,-0.0177,,,,,,0
Antigua & Barbuda,1999,0.580566201,0.563006201,0.3481,0.1477,0.0163,0.0685,0.33052,0.147661992,0.0163281,,0.0685,0.0378,0.1254,-0.0176,,,,,,0
Antigua & Barbuda,2000,0.594316074,0.576906074,0.3444,0.1518,0.0162,0.0819,0.327006,0.151772139,0.01619,,0.0819,0.0373,0.1298,-0.0174,,,,,,0
Antigua & Barbuda,2001,0.618872963,0.614882963,0.3444,0.1544,0.0166,0.1035,0.340426,0.154417156,0.01658876,,0.1035,0.0383,0.1319,-0.004,,,,,,0
Antigua & Barbuda,2002,0.661319852,0.657449852,0.3627,0.1567,0.0169,0.125,0.358866,0.156732173,0.01688752,,0.125,0.0388,0.1339,-0.0039,,,,,,0
Antigua & Barbuda,2003,0.711254742,0.707504742,0.3884,0.1591,0.0173,0.1465,0.384634,0.159077191,0.01731628,,0.1465,0.0395,0.136,-0.0038,,,,,,0
Antigua & Barbuda,2004,0.753371631,0.749731631,0.4067,0.1613,0.0174,0.168,0.403064,0.161322208,0.01735504,,0.168,0.0398,0.138,-0.0036,,,,,,0
Antigua & Barbuda,2005,0.78037252,0.77685252,0.4104,0.163,0.0175,0.1895,0.406848,0.163027226,0.0174738,,0.1895,0.0396,0.1401,-0.0035,,,,,,0
Antigua & Barbuda,2006,0.822867005,0.822867005,0.425,0.165,0.0175,0.2153,0.425024,0.164956211,0.017538866,,0.2153,0.0396,0.1419,0,,,,,,0
Antigua & Barbuda,2007,0.895593489,0.895593489,0.469,0.1676,0.0178,0.2412,0.468992,0.167605197,0.017803932,,0.2412,0.0407,0.1438,0,,,,,,0
Antigua & Barbuda,2008,0.935183974,0.935183974,0.48,0.1699,0.0182,0.267,0.479984,0.169944183,0.018218997,,0.267,0.0415,0.1457,0,,,,,,0
Antigua & Barbuda,2009,0.992484459,0.992484459,0.5093,0.1719,0.0184,0.2929,0.509296,0.171883169,0.018424063,,0.2929,0.0417,0.1476,0,,,,,,0
Antigua & Barbuda,2010,1.018018943,1.018018943,0.524,0.1622,0.0132,0.3187,0.523952,0.162172154,0.013169128,,0.3187,0.0249,0.1495,0,,,,,,0
Antigua & Barbuda,2011,1.035062187,1.035062187,0.513,0.1641,0.0133,0.3447,0.51296,0.164106972,0.013255881,,0.3447,0.0249,0.1514,0,,,,,,0
Antigua & Barbuda,2012,1.136527432,1.136527432,0.5864,0.166,0.0133,0.3708,0.58643,0.166031789,0.013312633,,,0.0249,0.1534,0,,,,,,0
Argentina,1990,233.7956194,312.9333694,106.357,88.9618,36.8158,1.6609,182.192714,91.24739824,37.8323243,114.2173,3.6067,106.5919,9.3898,79.1378,2.22,34.09,15.77,28.16,22.995,13.2024
Argentina,1991,238.4044369,306.0991469,111.6405,88.8113,36.4912,1.4614,176.033158,91.0968691,37.50775782,120.1478,3.3029,105.2886,9.6552,67.6947,1.5,38.06,15.73,29.67,23.2547,13.4331
Argentina,1992,242.9510405,311.3851705,113.9208,90.4035,37.3649,1.2618,179.052908,92.68909995,38.38137134,122.1744,3.9299,106.9261,9.9206,68.4341,1.52,37.57,15.97,31.8,23.5344,13.3
Argentina,1993,243.312018,312.485568,115.3229,90.0386,36.8884,1.0622,181.194342,92.32413081,37.90487486,123.8304,4.0292,105.2564,10.186,69.1736,1.2,34.01,16.11,35.39,24.4341,13.8863
Argentina,1994,253.6927056,323.6056756,123.4174,91.3201,38.0926,0.8626,190.028316,93.60561166,39.10909838,132.1806,4.1468,106.9139,10.4515,69.913,2.12,32.32,23.2,36.78,25.6838,14.1968
Argentina,1995,256.5895971,327.2419871,126.5423,91.4991,37.8852,0.6631,193.892634,93.78461252,38.9016619,136.2802,3.5353,106.0572,10.7169,70.6524,3.29,34.02,23.34,37.93,26.4835,14.5067
Argentina,1996,265.2517938,336.1749038,135.907,89.9937,38.6102,0.7408,203.964174,91.96838725,39.50152978,146.0278,3.4512,104.3967,11.3761,70.9231,3.8,37.61,25.3,39.07,27.1496,16.8982
Argentina,1997,268.8841186,341.0273986,139.6335,90.0885,38.3435,0.8186,208.366592,92.44613199,39.39609766,149.104,4.4003,103.3446,12.0352,72.1433,4.36,37.29,30.62,40.21,26.7457,14.2382
Argentina,1998,270.8314593,343.6716393,143.3634,88.6594,37.9124,0.8963,212.995026,90.88314672,38.89715554,152.9383,4.5947,100.6041,12.6944,72.8402,4.29,39.35,31.53,42.08,26.8919,13.0864
Argentina,1999,277.519848,352.250478,146.645,91.2537,38.6471,0.9741,216.935888,94.32452145,40.01601342,156.3803,4.7231,103.0529,13.3536,74.7306,4.28,44.32,30.27,40.71,28.528,12.5524
Argentina,2000,280.0677448,353.1692848,146.025,92.2773,40.7137,1.0518,216.968728,93.75850619,41.3902513,156.5196,4.2726,105.2629,14.0127,73.1015,4.31,44.92,30.26,39.87,29.3241,12.1455
Argentina,2001,274.1756614,345.0855614,135.5755,94.121,43.2063,1.2728,205.010056,95.16397541,43.63871524,146.5455,4.2144,109.2745,14.1513,70.9099,4.14,38.95,30.97,36.22,28.1053,12.3001
Argentina,2002,266.780362,338.939672,127.8437,95.6652,41.7776,1.4938,198.051118,97.04911464,42.34560917,139.8066,3.6286,109.0654,14.2898,72.1593,3.69,36.62,29.43,33.75,27.2066,12.8
Argentina,2003,287.5601427,361.0857127,138.7102,101.1144,46.0208,1.7148,209.21089,103.2434939,46.91648311,150.1904,4.5084,118.433,14.4283,73.5256,3.73,40.38,32.31,34.65,29.4779,13.3726
Argentina,2004,302.2060453,377.3668753,154.2489,101.2619,44.7594,1.9359,225.900814,103.6985031,45.83169704,165.3821,5.2526,116.9945,14.5669,75.1608,3.83,46.69,36,37.54,32.0791,13.073
Argentina,2005,305.882092,379.688862,157.6305,101.8193,44.2755,2.1569,229.207002,103.4000123,44.92497098,168.2764,6.147,116.7432,14.7054,73.8068,4.33,47.37,34.95,39.27,33.8404,12.846
Argentina,2006,319.7874709,384.4519909,167.9118,103.6229,45.8576,2.3951,229.407096,105.8170332,46.83276628,178.0935,7.0647,119.7616,14.8677,64.6645,3.91,50.17,38.06,41.41,35.4471,13.0064
Argentina,2007,330.0337738,394.9094638,174.9396,104.3088,48.152,2.6333,235.988014,106.9890541,49.29908159,184.9832,7.6562,122.3744,15.03,64.8757,4.51,55.82,37.8,42.08,35.8438,13.4394
Argentina,2008,338.3463647,407.1062747,185.8391,103.5993,46.0364,2.8715,247.97953,107.9129151,48.34229689,196.0103,7.9619,119.1819,15.1923,68.7599,4.66,60.68,36.98,44.69,40.0605,13.5998
Argentina,2009,322.7855236,389.4890836,178.1424,100.0881,41.4452,3.1098,240.890234,102.872836,42.6162622,188.6538,8.0552,110.7121,15.3545,66.7036,4.69,60.95,34.5,40.19,39.2173,13.7965
Argentina,2010,323.5704565,389.3786065,183.1064,93.5252,43.591,3.348,245.377882,95.99345687,44.6592975,193.2963,8.8299,105.9274,15.5168,65.8082,5.6,61.97,35.15,43,39.274,13.9024
